x0,x1,class
-0.711223542110218,0.007584217967532665,0
-0.7319092019135561,-0.526617708995066,1
2.200866261951356,-1.2455648357857592,2
-1.2045697427491526,-0.04617038269946963,0
0.5839191334293755,-0.5155721128450874,3
0.15228600139139695,-1.2588687661824276,4
1.671628774790503,-0.23461764978854371,3
1.7344984318156385,0.4206119165889536,5
0.60980775665703,-1.6543160836586996,6
1.8272035847639494,-0.46985897347514927,7
0.4502742973937403,0.6501419518915215,8
-1.3758639689759251,0.25582294486996826,9
-0.12022582697276912,-0.8026092696291475,4
-1.0435487748209031,0.5657130513972038,10
-0.16521920523804476,-1.0327989182211876,2
0.5427415132606916,-0.26818668615392455,6
0.6712109173617546,2.086401854103011,1
0.42356588384683874,0.7910425841274427,11
-0.5791444525980944,-1.1131811863395256,3
1.3636833086939593,-0.6566667226105705,7
-0.1381785740702486,0.2196230767182385,12
-0.28600359116433577,-0.8920142241952096,0
0.25134562549662726,0.7435781836451075,3
0.18875948138113932,1.1792409659457412,11
0.10541772728958348,-0.04417965784539376,10
2.180601204805892,2.0822456205441964,9
-1.02109373469333,0.1961769399599418,13
-1.3296786685043527,0.6636115298260337,14
-1.1188795455195666,-1.3694839808350614,0
-0.6105804691090101,-2.344105707704022,0
0.24623206356874833,0.43603172916224503,9
0.07659427635798079,-0.25604320574815626,15
-0.4538910016415569,1.8200506552941464,9
-1.583415879269019,-0.5985522391014177,16
0.16528605453572212,-0.40818361404143483,3
-0.12350346083539697,0.3666362529270584,11
-1.161895735629247,0.14861474384660855,5
-1.099039681614617,-0.8363407070595312,0
-0.10587249166373701,0.42914095044313855,13
-0.06835887895839528,-1.5149571579802534,15
-0.6278957863261492,0.03735389969525201,15
-0.07409765165147407,-0.28435507963407347,17
-0.3357055340445088,-0.09774407470643828,13
0.12435543903179178,0.34315084678787433,18
-1.2289432388412873,0.0894428797417057,11
-1.4353657374290392,-1.4750788456248876,16
2.5719916819953053,-1.6089598148259079,3
-0.6615171423567926,1.4751672845625778,5
0.3441518388505844,1.02391677162293,6
-0.3202850485954343,2.7404780552430017,14
-0.8656787898069632,-2.3129569288266185,10
-1.4046775752948426,-0.5102652037749407,6
-0.08109485309407684,-0.3105685660882661,11
-0.03396278908012552,0.13160088878722315,15
-1.5309288328366502,-0.6149571526919028,12
0.9266119096066305,-0.18007907783351285,13
1.174183609828945,-1.0678289149512847,1
-1.0528278015593429,-0.92260901124218,11
0.03845101476784314,0.43652980895786525,14
0.048928326724523935,1.6258490738184,10
-0.16419808874860134,-2.477490803535917,8
0.46168673180951114,2.165952456210338,5
-1.4249924195210557,-0.836908059158051,19
0.999395863994077,0.4117147270545012,13
-1.2193287734599885,-1.4788558813954522,5
0.8306476739028243,0.5441043861688463,10
-0.2345347390122023,0.9500974943269325,15
-1.018057014712067,-0.8696309362154685,3
-0.8080400805886863,0.8608399411897014,13
-1.0446915731670987,-1.4736081752985122,6
1.3198967372631114,0.20940894112377803,18
0.9756877070786576,0.2680378293509445,4
-0.15167417875008624,-1.4096852756141094,11
1.2151944166470385,0.8353904892779191,5
1.5995412490084293,0.2479433810455366,7
-0.845193180068859,0.8115212035966562,5
-0.2709858700533874,-0.32558861466511324,10
0.20013233524599888,0.7830339070600874,13
-0.3796682249828277,-1.273553864886677,12
1.3759534273143554,1.0820755634895636,1
1.203985272203836,0.4563664571347343,4
-0.4692228538231451,-0.5511472734127513,5
1.7417257855112633,-0.4181727769388721,2
1.0837265205984432,-1.5809431102227942,4
1.334673068039726,1.0417038591953076,1
0.5675141379280536,1.4927744443305868,9
0.6816418871338016,-0.003073305807855047,15
-1.183869980586767,-0.9770629440693189,16
-0.6528145081245361,-1.124583367909983,16
0.5803729680480321,-0.22766999115629052,13
-0.34894159310218437,1.454667416144391,11
-0.729735959977908,-1.5218375123189578,17
0.4699617424075851,-1.2417709309729703,2
-0.6834394882725423,-0.5101022315842799,15
-1.9268870911145968,0.06378995912030547,17
-0.8433439685291759,-1.225867974807658,10
-0.7371813059929202,1.6850584207472357,3
0.9312331510961531,0.3945617748786551,5
-0.08778005890614654,-1.389772722613933,2
2.2839745628805255,-2.077668570468047,2
-0.07982264702548994,-2.0840855941150327,19
1.44435903622941,0.6183980191246918,2
0.1849129243167069,-0.09063529289184787,2
0.7334064677002903,-0.4972493731889382,3
-1.1236177359299118,-1.390387184861103,17
0.4399771977940025,-1.5843004169658697,0
0.7084348290012727,-0.4002667746602969,15
0.4594380658024723,-0.6698952658692829,0
0.7979906258215393,0.2189816038535271,15
-0.04412102239481198,0.043905199382668104,17
0.47938743013811563,1.8885237948682492,18
0.7062410353676843,0.3531981419483777,8
1.581441200625261,0.8598018112650336,1
0.22097830776223362,0.35351061999957667,7
0.9724440823460793,-0.20535199803234414,0
-0.755559639391843,-0.10864718084859042,18
0.6592711808564412,0.3954872200869734,15
1.6022420834130238,-1.1261446000522306,15
2.0698954339376296,-1.413341007094411,4
-0.4722365527659733,-0.06835675835751956,19
0.4183143724142674,1.193790946148693,5
0.18051238789020013,-0.2989205691311138,8
-0.4980748352293699,-0.046326729642816505,3
0.010027152437730384,0.29890803356571305,16
-0.4841335568946925,0.9471925889471414,14
-1.400967469675498,-1.0626035059158485,7
0.58471271756103,-0.18796101924933284,4
0.1401482461294941,1.113003144417145,5
1.4504003602108082,2.325463253791647,18
1.4087532638105813,-1.4538079597291351,19
-0.9737271087043734,-0.7647300451108536,18
0.026546092571356424,-0.40344683475839743,14
-0.29276630769111595,2.0863873480110966,1
1.567581959535916,1.0495507148918646,5
-0.9914441652678482,-1.2330383721279954,4
0.831285029767786,0.5493307493868592,10
0.24502204777108924,0.6421370099761677,9
1.305491003460617,-0.00021070975535725854,2
-0.807815466633824,-0.39999601875029744,10
-0.3340393693229644,-2.7155984267968822,17
0.23379759311569198,0.37175564786901605,15
-0.01684288712881342,1.3515930939265606,5
0.39256208706109724,-0.2685019340356526,10
-0.07055230874974214,-1.8779172732547915,3
0.6319629157617085,0.04945710893599604,2
-0.20037081854445823,-0.35131139336868744,10
-0.08460906001511972,-0.16361722902150452,12
-0.13317328224651698,0.6174775202485174,8
1.643910453727191,-1.3951709232829874,11
0.9864740338713374,-0.5866890875634975,13
0.5931612037212607,0.32273776931393516,6
0.12792690287163708,-1.4864518871688415,3
0.2821204950192843,0.755170454107144,11
0.5646713686279425,-0.04307446974129305,2
-2.387623258841918,-0.14662818927241175,16
1.6194729359425886,-0.0774403975060737,2
0.25027853457599586,0.5262622507980753,0
0.1701862932953501,-3.1252713751588916,19
1.3368274974531333,-0.8425948252100549,3
0.5682252666728035,-0.9197415820632541,2
1.4125038162308439,-1.3119229708707616,13
0.8324556809120767,-0.13417830479962314,3
1.2688133399067727,-0.7517568586641169,18
0.33922256091967945,0.11784089732982998,11
0.31727537921010074,-2.2658192561396824,6
-1.611546165178969,0.8721244448113445,17
-1.0941744272688736,0.010516028011024364,19
2.5004873086197903,1.416339738299409,5
-0.4288138255402453,-1.0151984831063479,17
-1.1736681591833806,-0.743861350666882,6
-0.7184985076026165,-1.5141375948978393,17
-1.3670409395148149,0.8647389762343956,12
1.6150475941831615,1.1365620015860465,14
-0.2626092121864396,-0.9746712372792637,17
1.1030316711993835,-0.8178388951196438,10
-0.5442000376032475,0.5739084430863428,1
0.026292770938644357,-0.5914131847115036,17
1.493149128145979,-0.5986784906351027,19
0.2603899504372297,0.822428809215082,14
-1.2237991266606971,-2.0770952125165767,6
-0.18615244530850733,0.42338891638201775,15
0.02908567352705294,1.4828741133876504,4
-1.1581046190898026,1.0154675751003017,4
-1.2850506669455726,0.41577224703553267,16
2.3332183594977933,1.5890974922336318,4
-1.6058513914021462,0.19829810621809574,18
1.3453159979269074,0.21056905327048397,14
0.8139127126740949,0.7115439019753752,7
0.6457104560004574,0.8390389638806751,12
0.9148749626535795,-0.6783262252312439,17
0.3282165284409708,-0.8500703824536191,5
-1.889821068368948,-0.859397264651035,18
-1.0798976776646603,-0.22345097828330232,3
-0.17017296355888434,-1.5752363557091598,6
-1.5931525557518773,0.8390671869956204,16
-1.340260513660003,0.4230393917701982,0
-0.12108835068028323,0.29597751442257075,5
2.6348284101895363,0.9535583022313276,15
-0.8051817081692321,-0.6045142574572959,0
0.594840683193171,2.2789754107919054,1
1.906860895357627,0.11173667326739484,7
0.7783099984079326,-1.1407216702147909,11
-0.5380589752066632,-2.0679264405884097,4
-0.5401849209375365,-0.19651336303192346,2
0.8879062646849993,1.7504649660670435,5
0.4761383894820025,0.9522451078383369,15
-0.342042334446682,0.3892973900018015,14
0.42189246330591534,0.12269612023067003,2
-0.5769002062264516,-0.7230574081357822,9
0.24524879308317982,0.4301823195849391,15
-0.6336817072237245,0.3314566587427514,10
0.5755975548162935,-0.44786147441421786,3
0.8125386068405431,0.08490336990715383,18
-1.1243622139657377,0.6266787645930951,14
-0.523299755168151,1.280684410060907,14
-0.5327333771740818,1.1912114732851167,1
-0.18061665462351387,1.5977534597321648,14
0.3315222689297955,0.9220392094283705,18
1.1098782271816157,0.32459611650746234,1
-0.038770286829595366,-2.2446690797560787,4
-0.12700962680399883,-0.3530228030722975,2
0.4153372468675338,0.511766037614122,1
0.8929065157622511,-0.4370886366143981,3
0.555242600550409,0.8105957917160075,14
-0.7010382963427145,-0.02401158893368454,2
0.35943542572235154,0.7867020145710101,7
1.6737917958245179,-0.5198112761333986,19
0.3791345671538083,-1.3416915996023915,3
-0.06864981767008778,-1.0875688743474918,5
-0.04979502012017611,0.7953209449349342,10
-0.1239934432641635,-0.8362300471071481,1
1.149099935077652,0.2172130781954077,3
-0.09594649617755982,0.9026335207597214,18
1.0841952618662847,-0.5150319339984676,2
-0.8045640443054413,-0.491240745226383,19
0.10588852200262677,0.3274865326000317,9
-0.9686304055601814,0.08362618961814165,10
0.4755422337213183,0.6874993192011597,9
0.4264176312380812,-0.9344115473286527,3
0.446361256067477,0.09799015869361588,18
-0.31265690483352954,1.299826862557018,13
-0.6662532558802937,-2.240412272133317,17
-0.4385250482791642,1.2074544374480114,5
0.2894265402557687,1.8967562412232544,6
0.15915723058808556,1.6392056407955882,15
1.3344910916571526,-0.7115320049209186,3
-0.7835879130281589,-0.010216799777305469,1
-0.2297016262872773,-0.5018404158936024,17
0.7207288055696731,-0.5638904264881281,13
-0.2805292083111513,0.34483805593939537,12
-1.6720188819781252,0.36641178445955713,18
-0.7821154486067071,0.7137220506258644,5
-0.1362444150702354,0.5998521645412435,14
-0.11024537094497758,-0.574467970387924,16
0.8024168195371553,-0.2787668708473552,10
-0.6707476336953296,0.0024521042593338206,11
-1.1451662892657997,-0.8624059024547264,6
0.09181059850439997,-1.1071329667902212,6
0.12200397179863134,0.4831947391409476,15
1.3550081599945245,-0.8638438649961272,19
-0.7438017046786712,-0.21942574486082345,1
-1.737510735440414,0.04403158740956272,18
-2.344092616788488,-0.41324823057081317,12
-0.304249094565977,0.32125820402638283,11
-0.7506035316990627,0.9196670655963842,18
1.0432413606162438,0.5439492492643552,15
0.44459669644542843,0.29741474766054943,10
-0.5560942445271169,-0.5289316368820179,12
1.0806336636561344,-0.2527397444632281,8
0.4141360478999477,0.8121511137099052,1
-1.2323485867976505,1.3045398213134143,14
0.005039721023992221,-0.3262190623352639,14
-0.4664973137571827,0.7106932865747834,10
0.7959819538828816,-2.5461016664156193,2
-0.3447408957114575,-0.11330198731516967,7
0.6967275451940081,0.06716441542400357,7
-0.7302040489858701,-0.05250127442699062,4
-0.8203338195418554,-0.324586971784773,10
0.4260274077611928,-0.508481684212267,6
1.3221590128527396,-0.47826539027713033,4
-0.03618933948809414,-0.7283304269327037,18
-1.1059410702856722,0.9520314776754665,17
-1.3366146747664382,2.048695254742671,18
-0.18690571402649928,0.32270107865548403,14
-2.4835934556215498,-0.9005872424327968,6
0.8725329751666646,-0.8184859644497676,13
-0.7809195577734486,0.5858911392365149,16
0.5569019507537565,-0.6051597675959963,19
-1.5597917122163851,1.2850616545058864,18
-2.064225089232406,-1.357733331036741,17
-1.1075462133959093,1.69364521902716,18
0.16274674526530644,0.3787254613330231,9
0.6428580117277651,-0.6328091081160967,9
-1.1502726269418555,1.5778746022641272,16
-0.3886234474503753,-0.45290494032392203,5
0.6521791677702237,0.8750017839660336,10
0.07811333792518331,2.5135801732741143,7
-1.8490879820931252,0.8084023741589452,16
0.31456593210189343,0.6629181934012949,11
-0.37953438500727493,0.6810212021736489,9
-1.078383731282501,0.07355816702993943,10
-0.4639758801865547,-1.4817439658677358,14
0.5209614889928902,-0.07095912234396734,8
0.48739282046252924,-2.955410896224831,4
-0.03339739517379622,-0.37038961310487833,9
1.3321436199790497,1.1245958601097026,5
-0.3009674279379082,-2.049972295326477,3
0.12307208338462018,0.8178589780547839,11
-0.6434237214450835,0.21800010740473627,18
0.4766892809758276,-0.12203314313817572,9
-1.3823292039317014,1.4311092518649489,17
0.09018123093991426,0.6035238495436799,15
0.43991056616210666,0.34263131988467965,0
-0.025317469475805557,0.6519214483721656,5
-0.14872437413636982,-0.1578659806316664,3
2.3766139810747156,-0.928343783347854,4
0.2652589629273326,0.6732186142888481,6
0.33951510991110967,1.1818997399786546,7
1.1187575922438546,-1.3604566543022671,1
0.5015771759163445,-1.2192775153212283,4
1.8953067598924518,-0.4006182535904387,2
0.6360840622997453,-0.19876844539535354,8
0.5200756902197237,0.5590076766140055,1
-0.8380440019287615,-0.001139843028076942,16
0.10345705178232505,0.22568393011824822,15
-1.5922103379351236,0.14726260582402417,17
-1.173799792881889,-0.2049998641421055,12
-1.219053764282141,0.7578848904801206,5
-0.23993724481738288,0.5381694985292934,13
1.7551619084451806,-1.261949368428901,3
0.9602381031761171,-0.45793661052373746,4
0.13525781256474972,-1.1914137290783653,11
-1.4408348107987572,0.4682952257880275,1
0.737065707328798,-0.0746591208811439,3
1.843122192163137,1.5087429259316532,9
-0.39027522699481665,0.8065559761840855,9
2.044411554852732,-0.10104063794550375,15
0.18088039253140922,1.5791445419359544,12
-0.511450453669811,-0.25891193973295007,18
0.022678790363080764,0.3675352738835954,3
0.13967291070669335,-0.8193929573254874,19
-2.245227919959865,-0.4542676897694941,16
1.3054161534286026,0.35530498783702547,12
-0.10225619039855609,0.07493670542122526,7
-0.5252867639166995,-1.0934560788502337,16
-1.645155171085367,0.3665488753381609,12
1.4603043771824649,1.3136334855136207,9
1.1272817374932953,-0.06950818461994841,13
0.6026838138257186,0.24776717072377263,14
0.3849968501358193,-0.7056089226148131,2
1.1286615418604882,-0.6478510256234378,15
-0.7358882288439184,0.3305320136523643,0
-2.322381863304617,1.8067810855911404,12
-0.8160680224025014,0.532109576891916,5
1.6646509345943556,1.8521388099167293,9
-0.24359501294761352,-0.8251624289887822,6
-1.4377800020278848,0.5621356355084937,16
0.14383428378106397,-0.7686838346622298,13
-1.2288559740373253,0.7378948267366247,0
-0.2974855994646951,-2.4625022592598005,6
-0.2656381994055892,0.19156887532050051,10
-1.577511488563987,-1.1786347956242493,13
-1.5327650645898396,0.15101838087233774,6
-0.4665549298241831,-0.3038499408227672,6
-0.21779669222708326,0.2667374035465346,6
0.9585657503859664,-0.38895112289536315,7
0.4378792819811098,0.0008690630695391766,19
1.1931479672468215,0.8003689480611248,9
1.5347238410762691,-1.3783338712828508,4
